"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1796065128485376251","Thu May 30 06:24:30 +0000 2024","38819","masyaAllah pemerintah baiiiiik banget akhirnya aku punya kesempatan buat beli rumah di menteng pake tabungan tapera setelah 7x reinkarnasi","1796065128485376251","","","in","🍉","1493","498","10386","https://x.com/akunyakul/status/1796065128485376251","1296643411064131584","akunyakul"
"1796895515650752886","Sat Jun 01 13:24:10 +0000 2024","14849","2015 - 8K 2018 - 10K 2019 - 12K 2022 - 13K 2024 - 14K Ada yang percaya Tapera? https://t.co/kMcohLROu8","1796895515650752886","https://pbs.twimg.com/media/GO_a8O7b0AADDai.jpg","","in","","337","633","2626","https://x.com/Dandhy_Laksono/status/1796895515650752886","159919812","Dandhy_Laksono"
"1797592030958526657","Mon Jun 03 11:31:52 +0000 2024","6339","Temuan BPK: Dana Tapera Rp 567 Miliar Belum Kembali ke Peserta Baca di https://t.co/AWoPoNV4E9 https://t.co/U3SInf3kYZ","1797592030958526657","https://pbs.twimg.com/media/GPJUYn3aYAE7bLW.jpg","","in","Jakarta","678","455","2532","https://x.com/kompascom/status/1797592030958526657","23343960","kompascom"
"1821346883555750327","Thu Aug 08 00:45:10 +0000 2024","175","Serikat Buruh Gugat ke MK untuk Cabut UU Tapera Siapa Lagi Tolak Kewajiban Tapera? https://t.co/H4pT2SzsLk #TempoBisnis","1821346883555750327","","","in","Indonesia","3","8","80","https://x.com/tempodotco/status/1821346883555750327","18129942","tempodotco"
"1798014509308879153","Tue Jun 04 15:30:39 +0000 2024","40114","Rumah hasil TAPERA selama 20 tahun https://t.co/m4gJbdJRf7","1798014509308879153","https://pbs.twimg.com/media/GPPUqwVakAA0Pdx.jpg","","in","Jakarta Capital Region","937","904","9462","https://x.com/tvindonesiawkwk/status/1798014509308879153","1329295844869214208","tvindonesiawkwk"
"1797822760858845368","Tue Jun 04 02:48:42 +0000 2024","11415","Keren ini. Rohingya ditampung Gaza ditampung Rakyat sendiri menghadapi - harga beras naik - BBM naik - UKT naik* - Sembako naik - transport naik - cicilan naik - pajak naik - potongan Tapera - potongan BPJS kesehatan - potongan ketenagakerjaan - terjerat pinjol - dll. https://t.co/wZClWAsPRG","1797822760858845368","https://pbs.twimg.com/media/GPMmRg-bgAAjBdk.jpg","","in","Indonesia","429","829","2705","https://x.com/narkosun/status/1797822760858845368","84221579","narkosun"
"1795344130186641408","Tue May 28 06:39:31 +0000 2024","14741","Ngeluh soal tapera malah dibilang anak abah ckck","1795344130186641408","","","in","Jakarta, Indonesia","323","413","3273","https://x.com/kemalpalevi/status/1795344130186641408","47094694","kemalpalevi"
"1795242655678669121","Mon May 27 23:56:17 +0000 2024","3390","MANFAAT TAPERA Jadi kalau belum punya rumah bisa KPR dengan plafon yg sudah ditetapkan tergantung wilayah. Yg udh punya rumah bisa ambil opsi renovasi dg plafon yg udh d tetapkan Tp tetep bayar cicilannya yaa. Bukan berarti udh iuran 3% berarti g bayar lagi xixixi https://t.co/ptzzpPiBKs","1795242655678669121","https://pbs.twimg.com/media/GOn7rkQbUAA5rXW.jpg","","in","belakang meja","549","340","1195","https://x.com/anak_legal/status/1795242655678669121","1367747750687694848","anak_legal"
"1820761756316401890","Tue Aug 06 10:00:05 +0000 2024","31","Konfederasi Serikat Buruh Gugat Kebijakan Tapera ke MK https://t.co/LzVyQZ01pr","1820761756316401890","","","in","","0","0","25","https://x.com/OposisiCerdas/status/1820761756316401890","887743587579944960","OposisiCerdas"
"1795344621536686222","Tue May 28 06:41:28 +0000 2024","7908","Rumah hasil dari nabung simpanan Tapera. https://t.co/KiP2guuoSK","1795344621536686222","https://pbs.twimg.com/media/GOpYac7aIAEMTja.jpg","","in","Jakarta Capital Region","266","247","3193","https://x.com/BigAlphaID/status/1795344621536686222","958566590768926721","BigAlphaID"
"1821346883555750327","Thu Aug 08 12:53:17 +0000 2024","0","@tempodotco lhaa bukanya lebih baik issunya reshufel menteri tenaga kerja ?? sebab salah satu satuan kerja pemerintah yang menggodok UU Tapera ya kementrian tenaga kerja. cocoknya si ke situ issunya lebih affdoollll","1821530118206177581","","tempodotco","in","","0","0","0","https://x.com/Partikellirs/status/1821530118206177581","1594732397492195330","Partikellirs"
"1820753768071516409","Tue Aug 06 09:28:20 +0000 2024","20","Konfederasi Serikat Buruh Seluruh Indonesia (KSBSI) mengajukan uji materiil UU Tapera ke MK. Haris Manalu selaku kuasa hukum Pemohon menyebutkan upah pekerja/buruh mandiri masih kecil bahkan tidak mencukupi untuk kebutuhan hidup layak diharuskan membayar iuran jaminan sosial https://t.co/EZDU9oPi5y","1820753768071516409","https://pbs.twimg.com/media/GUSd4MJaEAAHqKe.jpg","","in","Jakarta Pusat, DKI Jakarta","1","1","6","https://x.com/officialMKRI/status/1820753768071516409","517105241","officialMKRI"
"1268452675982520321","Thu Jun 04 08:00:59 +0000 2020","2230","Makin ngaco aja. Apaan coba pake ada PP No.25 tahun 2020 tentang Tapera. Gaji pekerja dipotong 3% tiap bulan buat tabungan rumah. Ini WAJIB buat ASN ataupun SWASTA!!. Nabungnya sampe kapan? Nyicil rumah jutaan perbulan aja lama apalagi dari potongan 3% https://t.co/aCJEOSiMuX","1268452675982520321","","","in","DKI Jakarta, Indonesia","222","210","933","https://x.com/mazzini_gsp/status/1268452675982520321","1226038913707282433","mazzini_gsp"
"1269609476123791360","Sun Jun 07 12:37:41 +0000 2020","22","Wasekjen Partai Demokrat @irwan_fecho menyebut pemerintah sedang mencari uang dari masyarakat dg menerbitkan regulasi yg memotong gaji PNS TNI POLRI pekerja BUMN BUMD &amp; pegawai swasta utk iuran Tapera. Simak pendapat Irwan selengkapnya di video ini. #Tapera #PartaiDemokrat https://t.co/gfsse1gyg5","1269609476123791360","https://pbs.twimg.com/ext_tw_video_thumb/1269609047008743424/pu/img/6ef-UbwQmWOnLRfz.jpg","","in","","1","1","12","https://x.com/Demokrat_TV/status/1269609476123791360","284830933","Demokrat_TV"
"1820808973018423729","Tue Aug 06 13:12:44 +0000 2024","4","Sebagai contoh pemerintah baru ambil tindakan dengan mengkaji ulang kebijakan soal Tapera dan RUU Penyiaran setelah terjadi protes dari warga. https://t.co/KPkgxDxrBE","1820810236942602722","https://pbs.twimg.com/media/GUTRQRdb0AARXjx.jpg","remotivi","in","Indonesia","0","1","0","https://x.com/remotivi/status/1820810236942602722","172750034","remotivi"
"1269610655633399808","Sun Jun 07 12:42:23 +0000 2020","39","Sahabat Demokrat Anggota Komisi V DPR RI dari Fraksi Partai Demokrat @irwan_fecho mengkritik Presiden Joko Widodo yang telah menandatangani Peraturan Pemerintah (PP) Nomor 25 Tahun 2020 tentang Penyelenggaraan Tapera di tengah Pandemi Covid-19. #DemokratPeduliDanBeriSolusi https://t.co/S1VEVJd4SZ","1269610655633399808","https://pbs.twimg.com/ext_tw_video_thumb/1269610071618547713/pu/img/hISnNEgiWU4AR5sW.jpg","","in","Jakarta Capital Region","1","2","21","https://x.com/PDemokrat/status/1269610655633399808","248199104","PDemokrat"
"1269984438047215617","Mon Jun 08 13:27:39 +0000 2020","1134","Listrik Mahal BPJS Naik Gaji Dipotong Tapera; Nasib PNS Semakin Kegencet https://t.co/zNnAz3WJ2d","1269984438047215617","","","in","Indonesia","49","101","357","https://x.com/geloraco/status/1269984438047215617","3319260420","geloraco"
"1270004617481420800","Mon Jun 08 14:47:51 +0000 2020","10","#NewProfilePic https://t.co/VeSN2awZhS","1270004617481420800","https://pbs.twimg.com/media/EZ_2dorWkAEXp1m.jpg","","qme","Manyene, Chivhu Zimbabwe ","1","3","0","https://x.com/tapera_david/status/1270004617481420800","3588528675","tapera_david"
"1269967369922727937","Mon Jun 08 12:19:50 +0000 2020","41","Wasekjen @pdemokrat @irwan_fecho memperingatkan pemerintah jangan sampai masyarakat menjadi korban dari kegagalan pemerintah mengelola sektor ekonomi pasca keluarkan PP No. 25 Tahun 2020 yang mana salah satu isinya ialah pemerintah potong 3% gaji pegawai untuk iuran Tapera. https://t.co/mzL3dzNhiw","1269967369922727937","https://pbs.twimg.com/ext_tw_video_thumb/1269966710016110594/pu/img/3oEBKGIFBLPTRzfy.jpg","","in","","0","0","13","https://x.com/BakomstraPD/status/1269967369922727937","1264275110636052482","BakomstraPD"
"1821424853620056075","Thu Aug 08 14:05:11 +0000 2024","0","@detikcom Alhamdulillah ngga jadi pajak naik thn besok rupiah menguat ngga ada tapera. Yaaa kan pak? Kalo msh ada itu semua artinya BAPAK BOHONG!","1821548213528342938","","detikcom","in","Jakarta Capital Region","0","0","0","https://x.com/riobmhmeru/status/1821548213528342938","1700518523884494848","riobmhmeru"
"1269810799364632576","Mon Jun 08 01:57:41 +0000 2020","850","Listrik Mahal BPJS Naik Gaji Dipotong Tapera Nasib PNS Semakin Kegencet https://t.co/RERIRG7yFA","1269810799364632576","","","in","Jakarta Capital Region","21","70","343","https://x.com/OssyDermawan/status/1269810799364632576","986216802299473921","OssyDermawan"
"1269427657772425216","Sun Jun 07 00:35:13 +0000 2020","736","Ada yg jago berburu betulan. Ada yg jagoan BERBURU DI KBN BINATANG. Contohnya: 1. Naikin tarif BPJS saat covid 2. Narik iuran Tapera saat covid 3. Duit calhaj mau diutak-atik 4. Ogah nurunin hrg BBM 5. Diam2 tarif PLN bikn sesak napas Hallo buzzeRp elo manusia?","1269427657772425216","","","in","ÜT: -6.256275,106.814993","8","34","246","https://x.com/syahrial_nst/status/1269427657772425216","181556049","syahrial_nst"
"1269775379960442880","Sun Jun 07 23:36:56 +0000 2020","4","Penunjukkan Bank BRI (BBRI) sebagai Bank Kustodian untuk Program Tabungan Perumahan Rakyat (Tapera) maka akan ada potensi kenaikan pendapatan BBRI berbasis komisi. . Tapera merupakan Program Pemerintah untuk menyediakan perumahan bagi Masyarakat Berpenghasilan Rendah (MBR) https://t.co/qeEQkghotI","1269775379960442880","https://pbs.twimg.com/media/EZ8l9UMUwAAJgkM.jpg","","in","Indonesia","2","1","2","https://x.com/yossygirsang/status/1269775379960442880","266100204","yossygirsang"
"1269864230779523072","Mon Jun 08 05:30:00 +0000 2020","206","Ekonom Indef Bhima Yudhistira menyebut kebijakan yang memberatkan buruh di tengah masa pandemi ini hanya akal-akalan pemerintah untuk mencari pendapatan baru di tengah kondisi keuangan negara yang tengah tertekan dengan cara instan. https://t.co/ORPzNWSI06","1269864230779523072","","","in","Indonesia","17","19","106","https://x.com/TirtoID/status/1269864230779523072","4187275698","TirtoID"
"1268107157062348801","Wed Jun 03 09:08:01 +0000 2020","74","Presiden Joko Widodo pada 20 Mei lalu menandatangani Peraturan Pemerintah Nomor 25 Tahun 2020 tentang Penyelenggaraan Tapera (Tabungan Perumahan Rakyat).⁣ #Narasi #Narasinewsroom https://t.co/oZtyDDV4Vw","1268107157062348801","https://pbs.twimg.com/media/EZk4t6SVcAIF5Yz.jpg","","in","","15","17","28","https://x.com/NarasiNewsroom/status/1268107157062348801","1158355819512991747","NarasiNewsroom"
"1269956358754848768","Mon Jun 08 11:36:05 +0000 2020","1","Apindo Konsisten Tolak Program Tapera Ini Alasannya https://t.co/TfFGm6RaIo","1269956358754848768","","","in","Jakarta","0","0","1","https://x.com/HukumOnline/status/1269956358754848768","125297822","HukumOnline"
"1269984072006156295","Mon Jun 08 13:26:12 +0000 2020","6","Melesat 54% Analis Nilai Saham BBTN Ditopang Fundamental dan Katalis Tapera https://t.co/p7WBm3IECu https://t.co/AvM11IQBsV","1269984072006156295","https://pbs.twimg.com/media/EZ_jxZEU0AEnweH.jpg","","in","Jakarta, Indonesia","0","0","0","https://x.com/InvestorID/status/1269984072006156295","238091066","InvestorID"
"1269828168304791553","Mon Jun 08 03:06:42 +0000 2020","4","Program Tapera yang wajib diikuti oleh setiap tenaga kerja menuai pro dan kontra di masyarakat. Simak #Blakblakan bersama Deputi Komisioner BP Tapera Nostra Siagian di sini. https://t.co/9uSNCU0rMd","1269828168304791553","","","in","Jakarta, Indonesia","0","1","2","https://x.com/detikfinance/status/1269828168304791553","135795460","detikfinance"
"1269898945322348546","Mon Jun 08 07:47:56 +0000 2020","114","Ada yang kepikiran ga si. Rakyat bayar pajak untuk bangun fasilitas2 publik tapi untuk menggunakan fasilitas publik tersebut rakyat juga mesti bayar. Mereka digaji dan diuntungkan dari proyek2 yg bearasal dari pajak rakyat. Bener ga..? https://t.co/OmexVztROf","1269898945322348546","","","in","Pondok Aren, Indonesia","0","5","22","https://x.com/Robert_Piliang/status/1269898945322348546","1180825246439333888","Robert_Piliang"
"1269950030141706240","Mon Jun 08 11:10:56 +0000 2020","5","Produk tabungan perumahan (Tapera) muncul secara tiba-tiba di tengah pandemi Corona. Penghasilan pekerja bakal dipotong 3% dan masuk ke dalam tabungan. https://t.co/qP4w5amR0Z","1269950030141706240","","","in","Jakarta, Indonesia","0","1","4","https://x.com/detikfinance/status/1269950030141706240","135795460","detikfinance"
"1267997964019970049","Wed Jun 03 01:54:07 +0000 2020","513","Kasian lama-lama dengan para pemilih Jokowi Nunggu harga BBM diturunkan ternyata malah Iuran BPJS yang dinaikan.. Berharap cicilan tunggakan bisa dikurangi ternyata malah Gaji mau dipotong lagi Iuran Tapera. Pura-pura bahagia aja terus sampe kiamat.","1267997964019970049","","","in","Bima Sakti, Bumi, Indonesia","16","30","190","https://x.com/abu_waras/status/1267997964019970049","2905814730","abu_waras"
"1268034546450051072","Wed Jun 03 04:19:29 +0000 2020","1","Siapa yang gajinya akan dipotong untuk tabungan perumahan rakyat?! Cek Pasal 5 dan Pasal 7 PP No.25 Tahun 2020. Banyak sekali potongan gaji pajak bpjs kemudian tapera. https://t.co/NFlAilouMk","1268034546450051072","https://pbs.twimg.com/media/EZj2qw7UwAAXHYR.jpg","","in","Sidoarjo-Surabaya","0","1","2","https://x.com/TaheggaAlfath/status/1268034546450051072","74379565","TaheggaAlfath"
"1268044329953738752","Wed Jun 03 04:58:22 +0000 2020","951","UU Tapera nggak penting abis asli","1268044329953738752","","","in","jalansantai@gmail.com","21","100","242","https://x.com/ridwanhr/status/1268044329953738752","43922847","ridwanhr"
"1268016160848506881","Wed Jun 03 03:06:26 +0000 2020","950","Presiden Jokowi menandatangani PP Nomor 25 tahun 2020 tentang Penyelenggaraan Tabungan Perumahan Rakyat (Tapera). Dalam aturan itu seluruh pekerja diwajibkan mengikuti program Tapera. https://t.co/MDagv9t8n1","1268016160848506881","","","in","Indonesia","1401","693","627","https://x.com/TirtoID/status/1268016160848506881","4187275698","TirtoID"
"1268024522566856704","Wed Jun 03 03:39:39 +0000 2020","37","CNN Indonesia -- Pemerintah akan memotong gaji PNS TNI Polri pekerja BUMN BUMD dan pegawai swasta untuk iuran Tabungan Perumahan Rakyat atau Tapera. Ketentuan ini tertuang dalam Peraturan Pemerintah Nomor 25 Tahun 2020 tentang Penyelenggaraan Tapera. https://t.co/WoyAx6hw6o","1268024522566856704","https://pbs.twimg.com/media/EZjtk3yUMAAiK5L.jpg","","in","","6","6","23","https://x.com/Nugroho_S88/status/1268024522566856704","1210073273863589888","Nugroho_S88"
"1268066957359673345","Wed Jun 03 06:28:16 +0000 2020","25","ga semua orang urgensi-nya rumah. BPJS kelas 3 aja per Januari lalu sampe 9.8 juta peserta yang nunggak. sekarang ditambah lagi Tapera. kasian banget nasib mereka yang penghasilannya pas pasan.","1268066957359673345","","","in","","2","1","15","https://x.com/cinnamongirlc/status/1268066957359673345","58184629","cinnamongirlc"
"1268029315809083392","Wed Jun 03 03:58:42 +0000 2020","3390","Sudah ada BPJS Ketenagakerjaan lalu untuk apa Tapera Ataukah ini TAPERA (Teknik Ancam PEras RAkyat) Peras rakyat untuk kas negara","1268029315809083392","","","in","Pulau Reklamasi Jakarta Utara","30","120","1050","https://x.com/podoradong/status/1268029315809083392","1241349546627567616","podoradong"
"1268049668547608576","Wed Jun 03 05:24:03 +0000 2020","23","Sekedar info tentang kredit rumah lewat BPJS Ketenagakerjaan. Jika masih harus bayar Tapera lantas buat apa bayar BPJS TK? https://t.co/DMH0X9gMEv https://t.co/exnLo6589L","1268050795926130690","https://pbs.twimg.com/media/EZkFd1XXkAMo-Jr.jpg","PartaiSocmed","in","Indonesia","1","2","19","https://x.com/PartaiSocmed/status/1268050795926130690","869327120","PartaiSocmed"
"1268018543003447298","Wed Jun 03 03:15:53 +0000 2020","891","Jokowi Teken PP Tapera Gaji Pekerja Siap-siap Dipotong untuk Tabungan Perumahan Hiaahh iuran lagi buat swasta yg gak mau ikutan ada sangsi duuh lier aing https://t.co/AYQxEAjK3s","1268018543003447298","","","in","DKI Jakarta, Indonesia","30","163","343","https://x.com/marlina_idha/status/1268018543003447298","719725925215170561","marlina_idha"
"1268016160848506881","Wed Jun 03 06:23:42 +0000 2020","141","UU Tapera mewajibkan gaji pekerja disisihkan sebesar 3% untuk tabungan perumahan. Pemerintah berdalih iuran ini membantu mewujudkan mimpi pekerja memiliki rumah. https://t.co/LOJoOy2hYm","1268065805213696003","","TirtoID","in","Indonesia","235","71","84","https://x.com/TirtoID/status/1268065805213696003","4187275698","TirtoID"
"1268045514739576834","Wed Jun 03 05:03:04 +0000 2020","37","Simulasi Iuran Pekerja Gaji Rp5 Juta Saat Tapera Berlaku https://t.co/Gnn8mX2n63","1268045514739576834","","","in","","7","9","13","https://x.com/CNNIndonesia/status/1268045514739576834","17128975","CNNIndonesia"
"1268043241955323905","Wed Jun 03 04:54:02 +0000 2020","8","Dear Pegawai Udah Siap Gaji Dipotong Lagi 3% Buat Tapera? https://t.co/9C24qS7n0L","1268043241955323905","","","in","Jakarta Capital Region","14","12","17","https://x.com/cnbcindonesia/status/1268043241955323905","847372542830444544","cnbcindonesia"
"1268062369466339328","Wed Jun 03 06:10:02 +0000 2020","822","Jokowi Teken PP Tapera Siap-siap Gaji Pekerja Dipotong untuk Iuran https://t.co/Z2lWerOQQG","1268062369466339328","","","in","","165","389","396","https://x.com/VIVAcoid/status/1268062369466339328","41730943","VIVAcoid"
"1267983523173920769","Wed Jun 03 00:56:44 +0000 2020","28","Buka tuiter pagi ini dapat notif tentang amburadulnya data penerima BLT lagi disatu sisi pemerintah dengan aturan yg berlapis berupaya menguras duit rakyat melalui BPJS dana haji UU No.1 thn 2020 dan yang terbaru perpres tentang Tapera. Rampok koq pake legalitas? Mata duitan!!","1267983523173920769","","","in","Indonesia","1","7","8","https://x.com/wiragaksableng/status/1267983523173920769","52699586","wiragaksableng"
"1268026068172025859","Wed Jun 03 03:45:48 +0000 2020","6","BPJS Kesehatan berjalan penuh carut marut hingga hari ini. Lalu muncul pula Tapera yang tak jelas juntrungannya karena diwajibkan kepada semua pihak. Padahal peruntukkannya ditujukan untuk orang belum punya rumah. Lagi-lagi Pemerintah bermain-main dengan menyedot uang rakyat. https://t.co/1ZO82gG754","1268026068172025859","https://pbs.twimg.com/media/EZju2h3UMAACWo-.jpg","","in","","0","0","5","https://x.com/Gandawan/status/1268026068172025859","147535405","Gandawan"
"1268012437782933504","Wed Jun 03 02:51:38 +0000 2020","0","Nganu nggak diberesin dulu itu Jiwasraya trus beresin Tapera. Baru bikin aturan baru. https://t.co/2llLLf20HE","1268012437782933504","https://pbs.twimg.com/media/EZjiVk4UMAAThVW.jpg","","in","Surakarta, Jawa Tengah","0","0","0","https://x.com/triunt/status/1268012437782933504","51996865","triunt"
"1268049668547608576","Wed Jun 03 05:27:22 +0000 2020","22","Lagi pula pungutan Tapera ini bertentangan dgn semangat Omnibus Law yg kemarin dikoar2kan untuk meningkatkan investasi dan UKM. Jika terlalu banyak pungutan orang jadi malas buka usaha di Indonesia.","1268051628784943104","","PartaiSocmed","in","Indonesia","0","3","15","https://x.com/PartaiSocmed/status/1268051628784943104","869327120","PartaiSocmed"
"1268038289224859648","Wed Jun 03 04:34:21 +0000 2020","7","Pemerintah telah menerbitkan PP Tapera maka seluruh pekerja di negeri ini wajib menjadi peserta dan gajinya akan dipotong 3% per bulan untuk iuran simpanan Tapera. https://t.co/sNXtRsKn3B","1268038289224859648","","","in","Jakarta","5","0","4","https://x.com/KATADATAcoid/status/1268038289224859648","552523769","KATADATAcoid"
"1268031167913050113","Wed Jun 03 04:06:03 +0000 2020","11","Pengusaha keberatan menyetor iuran BP Tapera. Iuran ini untuk mempermudah pekerja memiliki rumah. https://t.co/K1ZrYa7a97","1268031167913050113","","","in","","3","3","4","https://x.com/kumparan/status/1268031167913050113","759692754985242625","kumparan"
"1268077257748168704","Wed Jun 03 07:09:12 +0000 2020","7","VIDEO: Iuran Tapera Aturan Pemerintah Potong Gaji 3 Persen https://t.co/GFLEFLhWy4","1268077257748168704","","","in","","1","0","3","https://x.com/CNNIndonesia/status/1268077257748168704","17128975","CNNIndonesia"
"1267708173445545984","Tue Jun 02 06:42:36 +0000 2020","791","Jokowi Teken PP Tapera Gaji Pekerja Bakal Dipotong Iuran https://t.co/8XC2nStXxQ","1267708173445545984","","","in","","729","552","399","https://x.com/CNNIndonesia/status/1267708173445545984","17128975","CNNIndonesia"
"1267859830510718981","Tue Jun 02 16:45:13 +0000 2020","67","swasta ngejalanin tapera mungkin 2023 kali ya kan 2021 buat asn 2022 buat bumn.","1267859830510718981","","","in","Indonesia","6","20","23","https://x.com/hrdbacot/status/1267859830510718981","501800437","hrdbacot"
"1267739134443094017","Tue Jun 02 08:48:18 +0000 2020","98","Modal awal Tapera (2.5T) juga sebagian besar dari Taperum PNS (kesieun PNS). Bank Kustodiannya kemungkinan Mandiri kononnya biar bisa ditawar dibawah 1%. Intinya sih negara gak keluar subsidi apa2.... Dan ini murni mekanisme pasar mengubah kebutuhan dasar jadi investasi.","1267739807591120898","","elisa_jkt","in","Jakarta","5","3","44","https://x.com/elisa_jkt/status/1267739807591120898","44556194","elisa_jkt"
"1267814075427241984","Tue Jun 02 13:43:25 +0000 2020","64","Habis BPJS terbitlah TAPERA. Semoga kita tak semakin sengsara","1267814075427241984","","","in","Jakarta","0","3","24","https://x.com/Kanseulir/status/1267814075427241984","279312062","Kanseulir"
"1267964719341563904","Tue Jun 02 23:42:01 +0000 2020","151","▫Gaji PNS Dulu yang Dipangkas Buat Tapera baru Swasta. Setelah BPJS yg wajib Bayar skrg ada lagi namanya Tapera.. Awalnya sih bilangnya tabungan..ntr ujung2 nya ga bisa dicairkan dgn berbagai alasan. https://t.co/3TUcfVUjst","1267964719341563904","","","in","Pondok Aren, Indonesia","3","16","40","https://x.com/Robert_Piliang/status/1267964719341563904","1180825246439333888","Robert_Piliang"
"1267805756427911174","Tue Jun 02 13:10:21 +0000 2020","3","Hello @jokowi jgn mengeluarkan kebijakan2 aneh seperti program Tapera untuk saat ini. Urusin dulu tuh fasilitas kesehatan yg masih jauh di bawah standar. Saya memilih Bapak karna saya tahu kualitas Pak Prabowo tapi setelah kondisi ini saya semakin yakin bahwa Anda gagal besar !","1267805756427911174","","","in","Jakarta, Indonesia","0","3","3","https://x.com/alexanderey19/status/1267805756427911174","514292211","alexanderey19"
